samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,was_correct,partial_guess
201,24,9,s,s,1357938,7,1239910,118028,1.095190779975966,true,r4ndomP@ss
201,25,0,r,r,135950,o,40,135910,3398.75,true,r
201,25,1,4,4,285952,7,143233,142719,1.9964114414974203,true,r4
201,25,2,n,n,409603,c,291274,118329,1.406246352231919,true,r4n
201,25,3,d,d,546574,8,419361,127213,1.3033496200171213,true,r4nd
201,25,4,o,o,676966,M,553425,123541,1.2232298866151692,true,r4ndo
201,25,5,m,m,821333,y,691293,130040,1.1881112639647733,true,r4ndom
201,25,6,P,P,954268,x,828493,125775,1.1518117835636512,true,r4ndomP
201,25,7,@,@,1124546,P,971506,153040,1.1575286205128945,true,r4ndomP@
201,25,8,s,s,1223059,o,1129541,93518,1.082792922080739,true,r4ndomP@s
201,25,9,s,s,1365763,Q,1232928,132835,1.1077394624828052,true,r4ndomP@ss
201,26,0,r,r,135481,4,41,135440,3304.4146341463415,true,r
201,26,1,4,4,286804,L,210458,76346,1.3627612160145968,true,r4
201,26,2,n,n,405611,e,345467,60144,1.174094776056758,true,r4n
201,26,3,d,d,541921,6,414772,127149,1.306551551213679,true,r4nd
201,26,4,o,o,677548,a,552288,125260,1.2268019583985168,true,r4ndo
201,26,5,m,m,809096,8,685366,123730,1.1805312781783748,true,r4ndom
201,26,6,P,P,950685,5,821179,129506,1.1577073938812366,true,r4ndomP
201,26,7,@,@,1082857,1,961750,121107,1.125923576813101,true,r4ndomP@
201,26,8,s,s,1220927,X,1101270,119657,1.1086536453367475,true,r4ndomP@s
201,26,9,s,s,1359721,p,1310908,48813,1.0372360226652062,true,r4ndomP@ss
201,27,0,r,r,135721,o,36,135685,3770.027777777778,true,r
201,27,1,4,4,270814,N,142757,128057,1.8970278164993661,true,r4
201,27,2,n,n,405913,g,302769,103144,1.3406689588432106,true,r4n
201,27,3,A,d,580383,d,546203,34180,1.0625774666195535,false,r4nA
201,27,4,L,o,462232,f,436720,25512,1.058417292544422,false,r4nAL
201,27,5,G,m,414836,I,411050,3786,1.0092105583262376,false,r4nALG
201,27,6,x,P,414876,5,411279,3597,1.0087458878279707,false,r4nALGx
201,27,7,o,@,413011,h,411200,1811,1.0044041828793775,false,r4nALGxo
201,27,8,m,s,412535,T,410397,2138,1.0052095897387163,false,r4nALGxom
201,27,9,m,s,416347,9,410393,5954,1.0145080447278585,false,r4nALGxomm
201,28,0,r,r,134608,g,36,134572,3739.1111111111113,true,r
201,28,1,4,4,269160,K,139014,130146,1.9362078639561484,true,r4
201,28,2,n,n,408912,&,272985,135927,1.4979284576075609,true,r4n
201,28,3,d,d,538695,!,412044,126651,1.307372513615051,true,r4nd
201,28,4,G,o,681102,o,675024,6078,1.0090041242978027,false,r4ndG
201,28,5,3,m,565934,4,557942,7992,1.01432406952694,false,r4ndG3
201,28,6,j,P,580081,g,573684,6397,1.011150738036968,false,r4ndG3j
201,28,7,o,@,569072,p,565630,3442,1.0060852500751374,false,r4ndG3jo
201,28,8,j,s,553778,H,551605,2173,1.0039394131670307,false,r4ndG3joj
201,28,9,R,s,592218,Q,584968,7250,1.0123938403468224,false,r4ndG3jojR
201,29,0,r,r,135432,P,33,135399,4104,true,r
201,29,1,4,4,273356,9,157135,116221,1.7396251630763357,true,r4
201,29,2,n,n,440536,N,302276,138260,1.457396551495984,true,r4n
201,29,3,d,d,587993,4,455977,132016,1.289523375082515,true,r4nd
201,29,4,o,o,679322,d,590141,89181,1.151118122618154,true,r4ndo
201,29,5,m,m,816324,h,698190,118134,1.1692003609332704,true,r4ndom
201,29,6,P,P,960346,Z,829532,130814,1.1576961467429827,true,r4ndomP
201,29,7,@,@,1095060,f,969644,125416,1.1293423153239746,true,r4ndomP@
201,29,8,s,s,1220896,#,1102922,117974,1.1069649530973178,true,r4ndomP@s
201,29,9,s,s,1376756,X,1242757,133999,1.107823975242143,true,r4ndomP@ss
201,30,0,r,r,135067,K,30,135037,4502.233333333334,true,r
201,30,1,4,4,273138,J,140641,132497,1.9420936995612943,true,r4
201,30,2,n,n,408211,j,276389,131822,1.476943727861818,true,r4n
201,30,3,d,d,547069,9,419313,127756,1.3046793206983804,true,r4nd
201,30,4,o,o,680678,M,552188,128490,1.2326924887900497,true,r4ndo
201,30,5,m,m,819073,l,696245,122828,1.1764149114176763,true,r4ndom
201,30,6,P,P,953913,g,829581,124332,1.1498732492667985,true,r4ndomP
201,30,7,@,@,1076165,X,1049477,26688,1.0254298093240728,true,r4ndomP@
201,30,8,s,s,1217807,K,1194587,23220,1.0194376801354779,true,r4ndomP@s
201,30,9,s,s,1350540,@,1232620,117920,1.0956661420389089,true,r4ndomP@ss
201,31,0,r,r,135571,$,37,135534,3664.0810810810813,true,r
201,31,1,4,4,270707,K,139915,130792,1.9347961262194904,true,r4
201,31,2,n,n,415661,K,276736,138925,1.502012748612396,true,r4n
201,31,3,d,d,538577,o,415687,122890,1.2956310878136674,true,r4nd
201,31,4,o,o,678240,u,545393,132847,1.24358031731247,true,r4ndo
201,31,5,m,m,821076,o,711092,109984,1.1546691567335872,true,r4ndom
201,31,6,P,P,945824,g,818646,127178,1.1553516416131027,true,r4ndomP
201,31,7,@,@,1094488,1,958892,135596,1.1414090429370565,true,r4ndomP@
201,31,8,s,s,1231423,&,1094190,137233,1.1254197168681856,true,r4ndomP@s
201,31,9,s,s,1366022,j,1231441,134581,1.1092874120644025,true,r4ndomP@ss
201,32,0,r,r,134214,o,41,134173,3273.512195121951,true,r
201,32,1,4,4,270400,K,139146,131254,1.9432825952596553,true,r4
201,32,2,n,n,407120,h,273654,133466,1.4877180673405104,true,r4n
201,32,3,d,d,539837,b,418169,121668,1.2909541357680747,true,r4nd
201,32,4,o,o,672025,N,547557,124468,1.2273151470988408,true,r4ndo
201,32,5,m,m,815839,y,681599,134240,1.1969486457579896,true,r4ndom
201,32,6,P,P,947240,g,822191,125049,1.152092397022103,true,r4ndomP
201,32,7,@,@,1082776,j,959921,122855,1.127984490390355,true,r4ndomP@
201,32,8,s,s,1223187,e,1096938,126249,1.115092192995411,true,r4ndomP@s
201,32,9,s,s,1357980,3,1290867,67113,1.0519906388497033,true,r4ndomP@ss
201,33,0,r,r,134787,W,33,134754,4084.4545454545455,true,r
201,33,1,4,4,269633,K,137668,131965,1.9585742510968416,true,r4
201,33,2,n,n,404989,!,348615,56374,1.1617084749652196,true,r4n
201,33,3,d,d,537959,7,408044,129915,1.31838478203331,true,r4nd
201,33,4,o,o,673682,O,547545,126137,1.230368280232675,true,r4ndo
201,33,5,m,m,812178,8,686754,125424,1.1826330825885252,true,r4ndom
201,33,6,P,P,940105,M,823994,116111,1.1409124338284016,true,r4ndomP
201,33,7,@,@,1110864,u,1016641,94223,1.0926807004635855,true,r4ndomP@
201,33,8,s,s,1220054,I,1120412,99642,1.0889333566580865,true,r4ndomP@s
201,33,9,s,s,1373456,M,1256399,117057,1.093168651041588,true,r4ndomP@ss
201,34,0,r,r,135236,8,33,135203,4098.060606060606,true,r
201,34,1,4,4,275424,J,143509,131915,1.9192106418412782,true,r4
201,34,2,n,n,412319,K,281174,131145,1.4664193702120396,true,r4n
201,34,3,d,d,551564,8,423671,127893,1.30186866696092,true,r4nd
201,34,4,o,o,684463,L,566203,118260,1.2088650183768013,true,r4ndo
201,34,5,m,m,827264,c,701254,126010,1.1796923796513104,true,r4ndom
201,34,6,P,P,964599,$,838538,126061,1.150334272269116,true,r4ndomP
201,34,7,@,@,1111390,X,976663,134727,1.1379462516753476,true,r4ndomP@
201,34,8,s,s,1216957,p,1182849,34108,1.0288354642054902,true,r4ndomP@s
201,34,9,s,s,1379839,q,1260090,119749,1.095032100881683,true,r4ndomP@ss
201,35,0,r,r,135964,F,37,135927,3674.7027027027025,true,r
201,35,1,4,4,276510,N,141250,135260,1.9575929203539824,true,r4
201,35,2,n,n,413622,6,280073,133549,1.4768363962252697,true,r4n
201,35,3,d,d,557325,a,424161,133164,1.3139468267945427,true,r4nd
201,35,4,o,o,698059,$,561654,136405,1.2428630437956465,true,r4ndo
201,35,5,m,m,820392,L,701358,119034,1.1697193159556176,true,r4ndom
201,35,6,P,P,967520,p,842395,125125,1.1485348322342843,true,r4ndomP
201,35,7,@,@,1107037,6,982825,124212,1.1263826215246866,true,r4ndomP@
201,35,8,s,s,1254749,i,1121499,133250,1.1188141942168472,true,r4ndomP@s
201,35,9,s,s,1397392,S,1362468,34924,1.0256328955982819,true,r4ndomP@ss
201,36,0,r,r,136963,a,36,136927,3804.527777777778,true,r
201,36,1,4,4,276986,J,140541,136445,1.9708554798955464,true,r4
201,36,2,n,n,412799,B,300401,112398,1.374159872969797,true,r4n
201,36,3,d,d,548662,a,418989,129673,1.3094902252803773,true,r4nd
201,36,4,o,o,685519,q,582630,102889,1.1765940648438975,true,r4ndo
201,36,5,m,m,825871,u,696010,129861,1.1865792158158648,true,r4ndom
201,36,6,P,P,968247,W,833915,134332,1.161085961998525,true,r4ndomP
201,36,7,@,@,1099635,X,966961,132674,1.137207188294047,true,r4ndomP@
201,36,8,s,s,1239270,g,1107445,131825,1.1190352568299102,true,r4ndomP@s
201,36,9,s,s,1375886,Z,1249063,126823,1.1015345102688976,true,r4ndomP@ss
201,37,0,r,r,136556,V,34,136522,4016.3529411764707,true,r
201,37,1,4,4,272688,J,141009,131679,1.9338340105950684,true,r4
201,37,2,n,n,413594,k,276784,136810,1.4942843516966298,true,r4n
201,37,3,d,d,550485,8,415808,134677,1.3238922772048638,true,r4nd
201,37,4,o,o,690072,*,556375,133697,1.2403001572680297,true,r4ndo
201,37,5,m,m,819430,W,693901,125529,1.1809033277081313,true,r4ndom
201,37,6,P,P,950986,m,832988,117998,1.1416563023717028,true,r4ndomP
201,37,7,@,@,1094412,b,965352,129060,1.1336921661735824,true,r4ndomP@
201,37,8,s,s,1233021,E,1106052,126969,1.1147947836087273,true,r4ndomP@s
201,37,9,s,s,1357699,5,1252477,105222,1.0840111235575582,true,r4ndomP@ss
201,38,0,r,r,135211,b,32,135179,4225.34375,true,r
201,38,1,4,4,272424,J,139710,132714,1.9499248443203778,true,r4
201,38,2,n,n,411488,8,277894,133594,1.4807372595306123,true,r4n
201,38,3,d,d,550429,8,420344,130085,1.3094727175836933,true,r4nd
201,38,4,o,o,682348,$,554095,128253,1.2314639186421101,true,r4ndo
201,38,5,m,m,824653,z,695026,129627,1.1865066918359888,true,r4ndom
201,38,6,P,P,943536,a,833025,110511,1.1326622850454668,true,r4ndomP
201,38,7,@,@,1101405,h,1057534,43871,1.0414842454237878,true,r4ndomP@
201,38,8,s,s,1218307,n,1105914,112393,1.1016290597641407,true,r4ndomP@s
201,38,9,s,s,1373593,C,1248476,125117,1.1002157830827344,true,r4ndomP@ss
201,39,0,r,r,136664,g,32,136632,4270.75,true,r
201,39,1,4,4,274095,J,140247,133848,1.9543733555797984,true,r4
201,39,2,n,n,409471,p,277485,131986,1.4756509360866352,true,r4n
201,39,3,d,d,553603,%,448278,105325,1.2349546486778293,true,r4nd
201,39,4,o,o,699177,e,634513,64664,1.1019112295571565,true,r4ndo
201,39,5,m,m,823282,j,696728,126554,1.181640468016213,true,r4ndom
201,39,6,P,P,961545,g,835604,125941,1.150718522170789,true,r4ndomP
201,39,7,@,@,1086099,q,974694,111405,1.1142974102641445,true,r4ndomP@
201,39,8,s,s,1233214,Z,1106665,126549,1.1143516782404792,true,r4ndomP@s
201,39,9,s,s,1377313,V,1353243,24070,1.017786901539487,true,r4ndomP@ss
201,40,0,r,r,135640,m,34,135606,3989.4117647058824,true,r
201,40,1,4,4,274792,J,139717,135075,1.9667756965866716,true,r4
201,40,2,n,n,409025,j,283166,125859,1.4444707344808345,true,r4n
201,40,3,d,d,545660,b,422586,123074,1.2912401262701556,true,r4nd
201,40,4,o,o,752648,&,583853,168795,1.2891053056163109,true,r4ndo
201,40,5,m,m,819709,b,706516,113193,1.1602129321912031,true,r4ndom
201,40,6,P,P,952774,o,848396,104378,1.1230298115502666,true,r4ndomP
201,40,7,@,@,1089366,N,976636,112730,1.1154268325148775,true,r4ndomP@
201,40,8,s,s,1220691,f,1106495,114196,1.1032051658615718,true,r4ndomP@s
201,40,9,s,s,1350134,n,1297900,52234,1.040245011171893,true,r4ndomP@ss
201,41,0,r,r,135733,v,29,135704,4680.448275862069,true,r
201,41,1,4,4,270466,J,142058,128408,1.9039124864491968,true,r4
201,41,2,n,n,410281,6,277774,132507,1.4770316876309517,true,r4n
201,41,3,d,d,543558,^,439718,103840,1.2361513515480376,true,r4nd
201,41,4,o,o,765423,H,659777,105646,1.1601237994049505,true,r4ndo
201,41,5,m,m,871113,a,741469,129644,1.174847498681671,true,r4ndom
201,41,6,P,P,952202,G,949469,2733,1.0028784510078792,true,r4ndomP
201,41,7,@,@,1102196,B,968911,133285,1.1375616542695872,true,r4ndomP@
201,41,8,s,s,1229880,&,1152357,77523,1.0672734230798269,true,r4ndomP@s
201,41,9,s,s,1360251,L,1306637,53614,1.041032054044084,true,r4ndomP@ss
201,42,0,r,r,135058,R,38,135020,3554.157894736842,true,r
201,42,1,4,4,269380,K,138396,130984,1.946443538830602,true,r4
201,42,2,n,n,404989,O,279437,125552,1.4493034208068365,true,r4n
201,42,3,d,d,552313,b,424202,128111,1.3020047053054913,true,r4nd
201,42,4,o,o,693215,K,558862,134353,1.2404046079354116,true,r4ndo
201,42,5,m,m,829841,s,700527,129314,1.1845953118152477,true,r4ndom
201,42,6,P,P,954932,!,836267,118665,1.1418984606590956,true,r4ndomP
201,42,7,@,@,1106096,Q,978918,127178,1.129916908259936,true,r4ndomP@
201,42,8,s,s,1246775,u,1116417,130358,1.1167646139390568,true,r4ndomP@s
201,42,9,s,s,1381627,t,1252973,128654,1.102678988294241,true,r4ndomP@ss
201,43,0,r,r,135263,V,36,135227,3757.3055555555557,true,r
201,43,1,4,4,272459,J,140563,131896,1.938340815150502,true,r4
201,43,2,n,n,410692,S,277167,133525,1.4817492702955257,true,r4n
201,43,3,d,d,550262,b,421864,128398,1.3043587506874252,true,r4nd
201,43,4,o,o,681995,%,554329,127666,1.2303072723959958,true,r4ndo
201,43,5,m,m,814136,L,770171,43965,1.0570847253402167,true,r4ndom
201,43,6,P,P,962883,h,834185,128698,1.1542799259157142,true,r4ndomP
201,43,7,@,@,1103100,c,974004,129096,1.132541550137371,true,r4ndomP@
201,43,8,s,s,1241821,n,1111419,130402,1.1173292880542802,true,r4ndomP@s
201,43,9,s,s,1377276,z,1253313,123963,1.098908253564752,true,r4ndomP@ss
201,44,0,r,r,134930,l,29,134901,4652.758620689655,true,r
201,44,1,4,4,271645,J,137574,134071,1.9745373399043424,true,r4
201,44,2,n,n,403344,J,274398,128946,1.469923250169462,true,r4n
201,44,3,d,d,536070,$,414919,121151,1.2919871107372765,true,r4nd
201,44,4,o,o,684976,^,557194,127782,1.2293312562590408,true,r4ndo
201,44,5,m,m,817349,l,697561,119788,1.1717240499397186,true,r4ndom
201,44,6,P,P,968143,E,833022,135121,1.1622058000869124,true,r4ndomP
201,44,7,@,@,1078854,J,970478,108376,1.1116728045354969,true,r4ndomP@
201,44,8,s,s,1222737,o,1168048,54689,1.0468208498280893,true,r4ndomP@s
201,44,9,s,s,1370614,e,1250195,120419,1.0963201740528477,true,r4ndomP@ss
201,45,0,r,r,134533,b,34,134499,3956.8529411764707,true,r
201,45,1,4,4,273735,J,140044,133691,1.95463568592728,true,r4
201,45,2,n,n,411494,u,276945,134549,1.4858329271154922,true,r4n
201,45,3,d,d,545182,9,414739,130443,1.3145182874048498,true,r4nd
201,45,4,o,o,690590,M,559966,130624,1.2332713057578495,true,r4ndo
201,45,5,m,m,824828,B,735689,89139,1.1211639701014966,true,r4ndom
201,45,6,P,P,1023890,^,936523,87367,1.0932886859158826,true,r4ndomP
201,45,7,e,@,1083238,h,1076596,6642,1.0061694451772067,false,r4ndomPe
201,45,8,^,s,966654,*,964901,1753,1.0018167666941997,false,r4ndomPe^
201,45,9,*,s,971512,F,969174,2338,1.0024123635177997,false,r4ndomPe^*
201,46,0,r,r,135578,k,36,135542,3766.0555555555557,true,r
201,46,1,4,4,271551,J,140911,130640,1.9271100197997317,true,r4
201,46,2,n,n,406276,7,276094,130182,1.4715133251718617,true,r4n
201,46,3,d,d,548263,D,514048,34215,1.0665599321464143,true,r4nd
201,46,4,o,o,682690,K,561777,120913,1.2152330907103708,true,r4ndo
201,46,5,m,m,823031,*,712803,110228,1.1546402021315847,true,r4ndom
201,46,6,P,P,955692,g,888991,66701,1.075030005928069,true,r4ndomP
201,46,7,@,@,1089977,R,963954,126023,1.130735491527604,true,r4ndomP@
201,46,8,s,s,1240812,C,1235566,5246,1.0042458274183654,true,r4ndomP@s
201,46,9,s,s,1355416,B,1256974,98442,1.078316655714438,true,r4ndomP@ss
201,47,0,r,r,135811,^,25,135786,5432.44,true,r
201,47,1,4,4,272926,Q,144993,127933,1.8823391474071163,true,r4
201,47,2,n,n,407452,8,286634,120818,1.4215061716335118,true,r4n
201,47,3,d,d,552293,x,495144,57149,1.115418948831047,true,r4nd
201,47,4,o,o,700969,g,564418,136551,1.2419323976202035,true,r4ndo
201,47,5,m,m,830334,i,703802,126532,1.1797835186600778,true,r4ndom
201,47,6,P,P,968256,q,841717,126539,1.1503343760432545,true,r4ndomP
201,47,7,@,@,1098599,^,1060281,38318,1.0361394762331873,true,r4ndomP@
201,47,8,s,s,1220080,e,1096055,124025,1.1131558179105976,true,r4ndomP@s
201,47,9,s,s,1360492,i,1234177,126315,1.1023475563067535,true,r4ndomP@ss
201,48,0,r,r,134963,w,41,134922,3291.7804878048782,true,r
201,48,1,4,4,267751,J,138370,129381,1.935036496350365,true,r4
201,48,2,n,n,405076,#,348035,57041,1.163894435904435,true,r4n
201,48,3,d,d,542686,k,431441,111245,1.2578452210151563,true,r4nd
201,48,4,o,o,685782,L,548610,137172,1.250035544375786,true,r4ndo
201,48,5,m,m,811777,$,765577,46200,1.0603466405077477,true,r4ndom
201,48,6,P,P,1008703,n,963625,45078,1.0467796082500973,true,r4ndomP
201,48,7,@,@,1099562,f,966289,133273,1.137922505585803,true,r4ndomP@
201,48,8,s,s,1302110,J,1196457,105653,1.0883048868450766,true,r4ndomP@s
201,48,9,s,s,1449132,k,1351958,97174,1.0718764932046705,true,r4ndomP@ss
201,49,0,r,r,142609,J,39,142570,3656.641025641026,true,r
201,49,1,4,4,287882,a,147165,140717,1.9561852342608637,true,r4
201,49,2,n,n,430525,5,295078,135447,1.4590210046157288,true,r4n
201,49,3,d,d,581632,e,449011,132621,1.2953624744159942,true,r4nd
201,49,4,o,o,718719,J,588789,129930,1.220673280241309,true,r4ndo
201,49,5,m,m,866013,q,740298,125715,1.1698167494711589,true,r4ndom
201,49,6,P,P,1020016,z,936765,83251,1.0888707413278678,true,r4ndomP
201,49,7,@,@,1152236,4,1027082,125154,1.1218539512911334,true,r4ndomP@
201,49,8,s,s,1305555,Y,1204384,101171,1.0840022783431198,true,r4ndomP@s
201,49,9,s,s,1438386,g,1313425,124961,1.0951413289681557,true,r4ndomP@ss
201,50,0,r,r,144461,a,35,144426,4127.457142857143,true,r
201,50,1,4,4,289818,^,145585,144233,1.9907133289830683,true,r4
201,50,2,n,n,433588,R,290758,142830,1.4912332592740354,true,r4n
201,50,3,d,d,577155,q,441505,135650,1.3072445385669471,true,r4nd
201,50,4,o,o,729144,Y,588397,140747,1.2392041427811495,true,r4ndo
201,50,5,m,m,871142,k,735111,136031,1.185048244414789,true,r4ndom
201,50,6,P,P,993856,2,972969,20887,1.021467282102513,true,r4ndomP
201,50,7,@,@,1159269,P,1027406,131863,1.1283455615404232,true,r4ndomP@
201,50,8,s,s,1305342,R,1170531,134811,1.1151708070952413,true,r4ndomP@s
201,50,9,s,s,1451216,7,1315309,135907,1.1033270509059088,true,r4ndomP@ss
201,51,0,r,r,145561,7,41,145520,3550.268292682927,true,r
201,51,1,4,4,284377,n,146193,138184,1.9452162552242585,true,r4
201,51,2,n,n,429421,%,292543,136878,1.467890190501909,true,r4n
201,51,3,d,d,562562,a,434406,128156,1.2950143414225401,true,r4nd
201,51,4,o,o,703061,8,581002,122059,1.2100836141700029,true,r4ndo
201,51,5,m,m,876311,&,732022,144289,1.197110196141646,true,r4ndom
201,51,6,P,P,1009743,7,943551,66192,1.0701520108610982,true,r4ndomP
201,51,7,@,@,1102820,l,973257,129563,1.1331231113672955,true,r4ndomP@
201,51,8,s,s,1251294,T,1120776,130518,1.1164532431101308,true,r4ndomP@s
201,51,9,s,s,1377034,K,1252205,124829,1.099687351511933,true,r4ndomP@ss
201,52,0,r,r,137391,P,32,137359,4293.46875,true,r
201,52,1,4,4,271128,u,140396,130732,1.9311661300891763,true,r4
201,52,2,n,n,403529,h,278891,124638,1.4469057803944911,true,r4n
201,52,3,d,d,551513,6,417975,133538,1.3194880076559603,true,r4nd
201,52,4,o,o,685678,w,650567,35111,1.053969844766181,true,r4ndo
201,52,5,m,m,828236,i,698347,129889,1.1859949280228883,true,r4ndom
201,52,6,P,P,963776,7,840462,123314,1.1467216840261665,true,r4ndomP
201,52,7,@,@,1100761,n,980588,120173,1.1225519790166716,true,r4ndomP@
201,52,8,s,s,1236672,*,1117802,118870,1.1063426259749043,true,r4ndomP@s
201,52,9,s,s,1377043,g,1336705,40338,1.0301771894322234,true,r4ndomP@ss
201,53,0,r,r,134474,e,41,134433,3279.8536585365855,true,r
201,53,1,4,4,274656,!,138807,135849,1.9786898355270268,true,r4
201,53,2,n,n,408410,z,277817,130593,1.4700684263382011,true,r4n
201,53,3,d,d,544318,b,413159,131159,1.317454055218451,true,r4nd
201,53,4,o,o,683320,J,551736,131584,1.2384908724462425,true,r4ndo
201,53,5,m,m,822751,l,690779,131972,1.1910480776051386,true,r4ndom
201,53,6,P,P,958882,^,823543,135339,1.1643375027169194,true,r4ndomP
201,53,7,@,@,1093823,f,965012,128811,1.1334812416840412,true,r4ndomP@
201,53,8,s,s,1230757,^,1209950,20807,1.017196578371007,true,r4ndomP@s
201,53,9,s,s,1464580,a,1366005,98575,1.0721629862262583,true,r4ndomP@ss
201,54,0,r,r,135725,J,29,135696,4680.172413793103,true,r
201,54,1,4,4,272058,J,140642,131416,1.9344008191009798,true,r4
201,54,2,n,n,409085,*,279350,129735,1.4644173975299803,true,r4n
201,54,3,d,d,546482,C,438182,108300,1.2471575737935379,true,r4nd
201,54,4,o,o,678691,9,559900,118791,1.212164672262904,true,r4ndo
201,54,5,m,m,818404,k,696007,122397,1.175855989954124,true,r4ndom
201,54,6,P,P,964200,b,832976,131224,1.1575363515875607,true,r4ndomP
201,54,7,@,@,1098100,A,968916,129184,1.1333283793435138,true,r4ndomP@
201,54,8,s,s,1237497,#,1127507,109990,1.0975515007889087,true,r4ndomP@s
201,54,9,s,s,1361133,H,1245761,115372,1.0926116646772535,true,r4ndomP@ss
201,55,0,r,r,135356,c,41,135315,3301.3658536585367,true,r
201,55,1,4,4,270760,o,137830,132930,1.9644489588623666,true,r4
201,55,2,n,n,403037,K,293369,109668,1.3738227283728002,true,r4n
201,55,3,d,d,538962,l,458685,80277,1.1750155335360868,true,r4nd
201,55,4,o,o,672515,x,548993,123522,1.2249974043384888,true,r4ndo
201,55,5,m,m,817845,h,682194,135651,1.1988451965276739,true,r4ndom
201,55,6,P,P,948261,K,822104,126157,1.1534562537099928,true,r4ndomP
201,55,7,v,@,1389280,@,1076216,313064,1.2908932779293376,false,r4ndomPv
201,55,8,W,s,961586,1,960279,1307,1.0013610627744645,false,r4ndomPvW
201,55,9,P,s,972415,j,960389,12026,1.0125220093108105,false,r4ndomPvWP
201,56,0,r,r,135985,k,41,135944,3316.7073170731705,true,r
201,56,1,4,4,271462,K,138003,133459,1.96707317956856,true,r4
201,56,2,n,n,409521,3,274734,134787,1.4906090982550395,true,r4n
201,56,3,d,d,549600,e,415146,134454,1.3238716017979217,true,r4nd
201,56,4,o,o,687509,X,553582,133927,1.2419280251164235,true,r4ndo
201,56,5,m,m,811096,d,691101,119995,1.173628746015416,true,r4ndom
201,56,6,P,P,946791,g,827699,119092,1.1438832232490312,true,r4ndomP
201,56,7,@,@,1079870,m,965701,114169,1.1182239637320455,true,r4ndomP@
201,56,8,s,s,1211282,!,1099113,112169,1.102054110905794,true,r4ndomP@s
201,56,9,s,s,1368958,y,1287010,81948,1.0636731649326734,true,r4ndomP@ss
201,57,0,r,r,134718,f,41,134677,3285.8048780487807,true,r
201,57,1,4,4,270320,O,137035,133285,1.9726347283540702,true,r4
201,57,2,n,n,402682,@,276318,126364,1.4573136748239348,true,r4n
201,57,3,d,d,544734,!,417169,127565,1.305787342779545,true,r4nd
201,57,4,o,o,678281,M,571244,107037,1.1873752722129247,true,r4ndo
201,57,5,m,m,823287,v,719214,104073,1.1447038016501347,true,r4ndom
201,57,6,K,P,972536,P,943115,29421,1.031195559396256,false,r4ndomK
201,57,7,W,@,910881,8,884370,26511,1.0299772719563078,false,r4ndomKW
201,57,8,i,s,872745,f,867796,4949,1.005702953228639,false,r4ndomKWi
201,57,9,#,s,985862,A,871024,114838,1.1318425209867926,false,r4ndomKWi#
201,58,0,r,r,142453,p,41,142412,3474.4634146341464,true,r
201,58,1,4,4,289247,d,148750,140497,1.9445176470588235,true,r4
201,58,2,n,n,404890,l,288847,116043,1.4017455607986236,true,r4n
201,58,3,d,d,553597,G,436350,117247,1.2686994385241206,true,r4nd
201,58,4,o,o,684629,j,583285,101344,1.1737469676058874,true,r4ndo
201,58,5,m,m,806877,k,679981,126896,1.186616979003825,true,r4ndom
201,58,6,P,P,939965,$,823554,116411,1.1413519939190386,true,r4ndomP
201,58,7,@,@,1080994,F,1060097,20897,1.019712347077673,true,r4ndomP@
201,58,8,s,s,1219438,B,1105812,113626,1.102753451762144,true,r4ndomP@s
201,58,9,s,s,1364643,h,1300624,64019,1.0492217581714622,true,r4ndomP@ss
201,59,0,r,r,134369,T,39,134330,3445.358974358974,true,r
201,59,1,4,4,271338,K,137440,133898,1.9742287543655412,true,r4
201,59,2,n,n,406189,4,277250,128939,1.4650640216411182,true,r4n
201,59,3,d,d,549548,c,417963,131585,1.3148245179597238,true,r4nd
201,59,4,o,o,683803,$,551044,132759,1.2409226849398596,true,r4ndo
201,59,5,m,m,813336,^,776455,36881,1.0474992111584058,true,r4ndom
201,59,6,P,P,944562,o,842992,101570,1.1204875016607512,true,r4ndomP
201,59,7,@,@,1090494,!,959930,130564,1.136014084360318,true,r4ndomP@
201,59,8,s,s,1217887,e,1094937,122950,1.1122895655183813,true,r4ndomP@s
201,59,9,s,s,1357691,g,1282681,75010,1.0584790762473288,true,r4ndomP@ss
201,60,0,r,r,134373,&,35,134338,3839.2285714285713,true,r
201,60,1,4,4,270159,&,146734,123425,1.8411479275423555,true,r4
201,60,2,n,n,405210,T,277572,127638,1.4598374475811682,true,r4n
201,60,3,d,d,542163,!,414619,127544,1.3076173547280756,true,r4nd
201,60,4,o,o,671718,v,566535,105183,1.1856601975164818,true,r4ndo
201,60,5,m,m,810355,9,707051,103304,1.1461054435960065,true,r4ndom
201,60,6,P,P,953618,f,824733,128885,1.1562748186382745,true,r4ndomP
201,60,7,@,@,1086106,q,961777,124329,1.1292700906759052,true,r4ndomP@
201,60,8,s,s,1220641,b,1093309,127332,1.116464787173617,true,r4ndomP@s
201,60,9,s,s,1353361,9,1239158,114203,1.0921617743661423,true,r4ndomP@ss
201,61,0,r,r,134739,a,40,134699,3368.475,true,r
201,61,1,4,4,273183,J,138685,134498,1.969809280023074,true,r4
201,61,2,n,n,409065,*,276078,132987,1.4817008236802642,true,r4n
201,61,3,d,d,544444,#,467351,77093,1.1649573874882049,true,r4nd
201,61,4,o,o,669359,f,589052,80307,1.1363326157962286,true,r4ndo
